URL,Nama Produk,Harga,URL Gambar,Headings and Descriptions,Supplier,Produk ID
https://e-katalog.lkpp.go.id/katalog/produk/detail/56633663?type=regency&location_id=40,anak hekter kecil no 10,"Rp 8.000,00",https://e-katalog.lkpp.go.id//katalog/produk/download/gambar/948841169?file_name=12724300957207056.jpg&v=3&file_sub_location=produk_gambar%2F2023%2F03%2F20,"Nama Produk: anak hekter kecil no 10, Masa Berlaku Produk: 2023-12-28, Merek: Tanpa Merek, Status Merek: -, Nama Pemilik Merek: -, No. Produk Penyedia: 02, Unit Pengukuran: Buah, Jenis Produk: PDN, Nilai TKDN(%): Tidak Ada, No. SNI: Tidak Ada, Spesifikasi Produk: Kecil Ukuran No 10, Komponen biaya: sudah termasuk ongkos kirim, Produk Ramah Lingkungan: TIDAK",cv. difa perkasa,4299400999-SW2-079945433
https://e-katalog.lkpp.go.id/katalog/produk/detail/56632982?type=regency&location_id=40,anak hekter besar,"Rp 84.500,00",https://e-katalog.lkpp.go.id//katalog/produk/download/gambar/948840682?file_name=12723475327659310.jpg&v=3&file_sub_location=produk_gambar%2F2023%2F03%2F20,"Nama Produk: anak hekter besar, Masa Berlaku Produk: 2023-12-28, Merek: Tanpa Merek, Status Merek: -, Nama Pemilik Merek: -, No. Produk Penyedia: 01, Unit Pengukuran: Buah, Jenis Produk: PDN, Nilai TKDN(%): Tidak Ada, No. SNI: Tidak Ada, Spesifikasi Produk: Ukuran Besar No 3, Komponen biaya: Sudah Termasuk Ongkos Kirim, Produk Ramah Lingkungan: TIDAK",cv. difa perkasa,62253-SW2-079941470
